id;region_id;area_id;city_id;street_id;shortname_region;formalname_region;shortname_area;formalname_area;shortname_city;formalname_city;shortname_street;formalname_street;house_number;building;block;letter;address;houseguid;management_organization_id;built_year;exploitation_start_year;project_type;house_type;is_alarm;method_of_forming_overhaul_fund;floor_count_max;floor_count_min;entrance_count;elevators_count;energy_efficiency;quarters_count;living_quarters_count;unliving_quarters_count;area_total;area_residential;area_non_residential;area_common_property;area_land;parking_square;playground;sportsground;other_beautification;foundation_type;floor_type;wall_material;basement_area;chute_type;chute_count;electrical_type;electrical_entries_count;heating_type;hot_water_type;cold_water_type;sewerage_type;sewerage_cesspools_volume;gas_type;ventilation_type;firefighting_type;drainage_type
9351131;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;;Респ;Татарстан;;;г;Казань;;;13.апр;;;;Респ. Татарстан, г. Казань, д. 13-4;4a43d2f8-a1c1-46f4-9c1c-4b700b7baf3d;;;;;Не заполнено;Нет;Не заполнено;;;;;Не заполнено;0;;;;;;;;;498;498;;Не заполнено;Не заполнено;Не заполнено;;Не заполнено;;Не заполнено;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;;Не заполнено;Не заполнено;Не заполнено;Не заполнено
9351130;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;;Респ;Татарстан;;;г;Казань;;;13.май;;;;Респ. Татарстан, г. Казань, д. 13-5;76ee27c0-b02b-439e-968a-3b7899b66392;;;;;Не заполнено;Нет;Не заполнено;;;;;Не заполнено;0;;;;;;;;;498;498;;Не заполнено;Не заполнено;Не заполнено;;Не заполнено;;Не заполнено;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;;Не заполнено;Не заполнено;Не заполнено;Не заполнено
6851637;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;f19aa897-d497-4f37-8e67-30a90ceb7184;Респ;Татарстан;;;г;Казань;ул;10 лет Октября (Отары);9;;;;Респ. Татарстан, г. Казань, ул. 10 лет Октября (Отары), д. 9;74fce8ed-0404-465b-a03a-ab914a441db5;8918138;1984;1984;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;3;3;2;0;Не присвоен;24;24;0;1311,5;1311,5;0;0;92145;0;500;500;0;Ленточный;Железобетонные;Каменные, кирпичные;4856;Отсутствует;0;Центральное;1;Центральное;Отсутствует;Центральное;Отсутствует;0;Отсутствует;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851628;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;c8fe3e97-84f9-4233-862a-0dabb1249e33;Респ;Татарстан;;;г;Казань;ул;1 Мая;1;;;;Респ. Татарстан, г. Казань, ул. 1 Мая, д. 1;be417ba9-2a96-415c-afb9-cdfa3405dcff;6739292;1929;1929;Неопределен;Многоквартирный дом;Нет;На счете регионального оператора;2;2;2;0;E;8;8;0;586,1;496,1;0;0;3054;0;500;500;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Отсутствует;Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Отсутствует
6851631;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;c8fe3e97-84f9-4233-862a-0dabb1249e33;Респ;Татарстан;;;г;Казань;ул;1 Мая;20;;;;Респ. Татарстан, г. Казань, ул. 1 Мая, д. 20;3ec9ca50-c847-412d-8c0d-827565b4c6fe;6739292;1930;1930;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;3;3;4;0;C;25;24;1;1776,7;1634,3;8,8;0;30808;;499;499;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851634;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;c8fe3e97-84f9-4233-862a-0dabb1249e33;Респ;Татарстан;;;г;Казань;ул;1 Мая;22;;;;Респ. Татарстан, г. Казань, ул. 1 Мая, д. 22;9a15425d-a961-4426-b1bd-1bc7b1f5e9f1;6739292;1932;1932;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;3;3;4;0;C;24;24;0;1482,99;1423,09;0;0;229908;0;499;499;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851655;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;02.июл;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 2/7;6786fe96-13a6-4756-888e-3e39b4e966f1;6739292;1968;1968;1-447 С-40;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;B;81;80;1;3440;3193,6;161,9;161,9;34203;0;500;500;;Сборный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Отсутствует;Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851658;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;4;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 4;107c05bd-4e91-4eb6-a2a9-2359215aa056;6739292;1967;1967;1-447 С-43;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;B;64;64;0;3253,7;2557,1;0;0;35855;0;500;500;;Сборный;Железобетонные;Каменные, кирпичные;85;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851661;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;6;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 6;a0324ec4-5ca7-49ac-9364-020b2ee3a07a;6739292;1966;1966;1-447 С-41;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;B;80;80;0;3122,1;3122,1;0;;32155;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Отсутствует;Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851664;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;09.июл;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 9/7;02911266-01e5-4a0e-b3e0-9ace763edb24;6739292;1932;1932;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;4;4;8;0;C;64;64;0;3628,3;3192,56;0;0;35855;0;500;500;;Отсутствует;Железобетонные;Каменные, кирпичные;;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851640;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;11;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 11;db1f99f7-bbd2-46d1-924e-3c6ec5ad67c7;6739292;1956;1956;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;2;0;Не присвоен;33;32;1;2284,6;1817,8;466,8;466,8;34922;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;500;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851643;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;13.июн;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 13/6;a6aef8af-dd90-42ed-bfd0-6f790fc98564;6739292;1938;1938;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;4;4;7;0;B;55;50;5;4682,57;3301,46;196,2;412,9;57365;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;14312;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851649;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;16.сен;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 16/9;bbcacf26-6fbe-4c22-a0f5-cb87f1461b9c;6739292;1936;1936;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;4;4;6;0;B;58;55;3;4791,63;3476,13;630,8;630,8;72537;0;500;500;;Сплошной;Деревянные;Каменные, кирпичные;2746;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851652;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;0878e78f-4842-454f-9148-2afaa705c4fc;Респ;Татарстан;;;г;Казань;ул;25 Октября;20.авг;;;;Респ. Татарстан, г. Казань, ул. 25 Октября, д. 20/8;0e4fdce2-4902-4abc-8edc-2faec00fee67;6739292;1959;1959;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;5;0;B;90;83;7;8529,7;5658,3;1184;1184;43306;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;1794;Отсутствует;0;Центральное;1;Центральное;Отсутствует;Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851691;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;2;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 2;3e880694-b9f3-4c45-95c1-bb4e45c30a09;;1958;1958;индивид.;Многоквартирный дом;Да;Не определен;2;2;1;0;B;7;7;0;490,1;387,2;0;0;20386;0;500;500;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851700;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;4;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 4;1d121362-ff5a-4ff4-9727-b626ce65bfa0;;1958;1958;индивид.;Многоквартирный дом;Да;Не определен;2;2;1;0;C;8;8;0;474,3;394,1;0;0;22511;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851703;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;5;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 5;ffca2a24-ceda-48a9-98ff-a47350ed9aa2;6739292;1958;1958;Неопределен;Многоквартирный дом;Нет;На счете регионального оператора;2;2;1;0;C;8;8;0;428,7;389,7;0;0;22567;0;500;500;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851706;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;7;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 7;d447bd51-a577-466f-81cd-121392f74d5e;6739292;1958;1958;1-447 С-40;Многоквартирный дом;Нет;На счете регионального оператора;2;2;1;0;Не присвоен;9;8;1;427,8;383,8;0;0;1;1;499;499;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851667;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;10;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 10;7fa00802-8478-4358-bdfe-b3cc78117a57;6739292;1957;1957;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;2;2;2;0;C;8;8;0;480,7;400,7;0;0;24885;0;500;500;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851670;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;12;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 12;b3fa3419-e200-4756-8859-9251695fc32d;6739292;1957;1957;Неопределен;Многоквартирный дом;Нет;На счете регионального оператора;2;2;2;0;Не присвоен;8;8;0;466,1;386,1;0;;;;498;498;;Ленточный;Деревянные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Не заполнено;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851673;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;13;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 13;d7098a15-3395-446f-b52d-d7358410789e;6739292;1969;1969;1-447 С-40;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;B;80;80;0;3780,1;3315,3;0;0;37188;0;500;500;;Ленточный;Железобетонные;Панельные;868;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851676;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;15;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 15;b99ac8c6-8456-481b-8f75-b6da33e235cc;6739292;1968;1968;1-447 С-40;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;B;80;80;0;3896,6;3631,6;0;0;3653;0;500;500;;Ленточный;Железобетонные;Панельные;9027;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851682;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;17;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 17;9b09373e-ce81-4d72-a070-4eb3b73eb7ab;6739292;1971;1971;1-447 С-40;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;B;60;60;0;2777,9;2568,9;0;0;32754;0;500;500;;Ленточный;Железобетонные;Панельные;6378;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851685;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;18;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 18;fb5c9ae6-fa69-489e-8269-675e989c28e0;6739292;1960;1960;1Р-447 С-54;Многоквартирный дом;Нет;На счете регионального оператора;3;3;3;0;B;36;36;0;1574,5;1513,5;0;0;28095;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851688;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;19;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 19;04ac578f-09e9-4801-98be-521aa9f55620;6739292;1971;1971;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;C;60;60;0;2782,2;2573,2;0;0;32296;0;500;500;;Ленточный;Железобетонные;Панельные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851694;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;20;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 20;cc0c282a-521a-4108-a697-97841c21fa3e;6739292;1960;1960;1-447 С-43;Многоквартирный дом;Нет;На счете регионального оператора;3;3;3;0;C;36;36;0;1604,6;1495,4;0;0;3178;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851697;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;7feba546-e632-4ee7-bf3e-e6952ff1ce08;Респ;Татарстан;;;г;Казань;ул;40-летия Октября;22;;;;Респ. Татарстан, г. Казань, ул. 40-летия Октября, д. 22;e2e1ace1-dee2-4c00-b7a8-1f66294486eb;6739292;1961;1961;515;Многоквартирный дом;Нет;На счете регионального оператора;4;4;4;0;C;49;48;1;2790,2;1944;652,2;0;55608;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Отсутствует;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;;Центральное;Вытяжная вентиляция;Отсутствует;Наружные водостоки
6851721;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;2;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 2;11cb649c-f876-4005-bab7-d75ae370b864;6738528;1962;1962;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;Не присвоен;77;76;1;3467,7;3072;62,5;62,5;2633;0;500;500;0;Сборный;Железобетонные;Каменные, кирпичные;753;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851724;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;4;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 4;70b313f2-8eb0-4fd9-9b88-01aa3264a4cb;6738528;1962;1962;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;2;0;Не присвоен;34;33;1;2188,8;1274,2;457,3;457,3;1649,6;0;500;500;0;Ленточный;Железобетонные;Каменные, кирпичные;4506;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851727;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;8;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 8;eb55558b-4312-43af-b53a-2b490725816e;6738528;1959;1959;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;Не присвоен;60;60;0;2916,9;2509,1;0;0;2001;0;500;500;0;Сборный;Железобетонные;Каменные, кирпичные;590;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851730;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;9;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 9;14550f05-69d5-4135-91ce-d6f2c9560d0e;6738528;1962;1962;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;Не присвоен;62;61;1;2806;2530,5;58,8;58,8;2572;0;500;500;0;Сборный;Железобетонные;Каменные, кирпичные;597;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851709;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;11;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 11;ee3ad5a9-a3da-4830-83b2-82164527ce81;6738528;1962;1962;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;Не присвоен;60;60;0;2746,6;2529,6;0;0;2682;;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;599;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851715;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;12;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 12;360b7326-ab9b-4c55-831f-23be99a916f9;6738528;1960;1960;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;Не присвоен;60;60;0;2876,6;2471,4;0;0;1956;0;500;500;0;Ленточный;Железобетонные;Каменные, кирпичные;589;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6851718;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;af33e5d3-4107-4d6b-9ba6-dbbdfebb9552;Респ;Татарстан;;;г;Казань;ул;8 Марта;16;;;;Респ. Татарстан, г. Казань, ул. 8 Марта, д. 16;384e1818-45f0-4b8d-b7cd-05605821acc2;6738528;1962;1962;индивид.;Многоквартирный дом;Нет;На счете регионального оператора;5;5;4;0;Не присвоен;77;76;1;3476,2;3041,7;59,7;59,7;4090;0;500;500;0;Ленточный;Железобетонные;Каменные, кирпичные;756;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6901842;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;fed0dc07-6e45-480d-bc30-1cdd08a7ae65;Респ;Татарстан;;;г;Казань;ул;Абжалилова;1;;;;Респ. Татарстан, г. Казань, ул. Абжалилова, д. 1;54c8375d-281b-8544-1413-a7f3c9aefdd9;6658830;1956;1956;1Р-447 С-25/65;Многоквартирный дом;Нет;На счете регионального оператора;4;4;2;0;Не присвоен;129;129;0;3637,45;3452,35;0;185,1;0;0;500;500;;Ленточный;Деревянные;Каменные, кирпичные;0;Квартирные;0;Центральное;1;Центральное;Квартирное (квартирный котел);Центральное;Центральное;;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6901851;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;fed0dc07-6e45-480d-bc30-1cdd08a7ae65;Респ;Татарстан;;;г;Казань;ул;Абжалилова;3;;;;Респ. Татарстан, г. Казань, ул. Абжалилова, д. 3;b7de98dc-bb62-4784-a2f8-a01127ac9ce2;6658830;1970;1970;1-464 А-1;Многоквартирный дом;Нет;На счете регионального оператора;5;5;6;0;Не присвоен;100;100;0;4821,9;4564,7;0;257;0;0;500;500;;Ленточный;Железобетонные;Каменные, кирпичные;0;Квартирные;0;Центральное;1;Центральное;Центральное (закрытая система);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
6901845;0c089b04-099e-4e0e-955a-6bf1ce525f1a;;93b3df57-4c89-44df-ac42-96f05e9cd3b9;fed0dc07-6e45-480d-bc30-1cdd08a7ae65;Респ;Татарстан;;;г;Казань;ул;Абжалилова;19;;;;Респ. Татарстан, г. Казань, ул. Абжалилова, д. 19;9955512b-5faf-44fe-a151-78ca35b5c605;6658830;1962;1962;1-464 А;Многоквартирный дом;Нет;На счете регионального оператора;5;5;3;0;Не присвоен;35;35;0;1812,3;1507,1;0;305,2;0;0;500;500;0;Ленточный;Железобетонные;Каменные, кирпичные;0;Квартирные;0;Центральное;1;Центральное;Квартирное (квартирный котел);Центральное;Центральное;0;Центральное;Приточно-вытяжная вентиляция;Отсутствует;Наружные водостоки
